id,Country,Time,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064
AUS,Australia,reserves gas,11000000.0,11240000.0,11440000.0,11600000.0,11760000.0,11880000.0,12000000.0,12080000.0,12160000.0,12160000.0,12200000.0,12200000.0,12160000.0,12080000.0,12040000.0,11960000.0,11840000.0,11760000.0,11640000.0,11520000.0,11400000.0,11280000.0,11160000.0,11000000.0,10840000.0,10720000.0,10560000.0,10360000.0,10200000.0,10040000.0,9840000.0,9680000.0,9480000.0,9280000.0,9120000.0,8920000.0,8720000.0,8520000.0,8280000.0,8080000.0,7880000.0,7680000.0,7440000.0,7240000.0,7000000.0,6800000.0,6560000.0,6360000.0,6120000.0,5920000.0,5680000.0
AUS,Australia,pc renewables consumption of total energy consumption,25.870720000000002,26.234640000000006,26.68644,27.22144,27.79068,28.34088,28.79792,29.20692,29.685959999999994,30.25652,30.818479999999994,31.3542,31.725440000000006,32.24508,33.05104,33.79432,34.47808,34.985279999999996,35.46124000000001,36.04848,36.71636,37.41584,38.09408,38.75864,39.41608,40.0788,40.7476,41.5572,42.3392,43.0956,43.8368,44.5676,45.2956,46.0212,46.7428,47.46,48.1724,48.8804,49.5908,50.3088,51.0224,51.7304,52.5072,53.24,53.9504,54.66,55.3748,56.1208,56.8852,57.6452,58.404
BRN,Brunei Darussalam,total pop,1692784.0,1713700.0,1733256.0,1751528.0,1768592.0,1784516.0,1799360.0,1813184.0,1826044.0,1837992.0,1849076.0,1859336.0,1868820.0,1877564.0,1885600.0,1892964.0,1899688.0,1905796.0,1911324.0,1916292.0,1920720.0,1924636.0,1928060.0,1931008.0,1933504.0,1935560.0,1937200.0,1938432.0,1939276.0,1939744.0,1939848.0,1939604.0,1939024.0,1938116.0,1936896.0,1935372.0,1933556.0,1931460.0,1929088.0,1926448.0,1923560.0,1920420.0,1917044.0,1913436.0,1909604.0,1905560.0,1901304.0,1896848.0,1892196.0,1887356.0,1882336.0
BRN,Brunei Darussalam,GDP with energy price elasticity effects,45600000000.0,45200000000.0,44400000000.0,43600000000.0,42800000000.0,42400000000.0,42400000000.0,42400000000.0,42400000000.0,42800000000.0,42800000000.0,43200000000.0,44800000000.0,44800000000.0,43200000000.0,43200000000.0,43200000000.0,46000000000.0,46800000000.0,47600000000.0,48400000000.0,49200000000.0,50000000000.0,51200000000.0,52000000000.0,52800000000.0,54000000000.0,55600000000.0,57200000000.0,59200000000.0,60800000000.0,62800000000.0,64400000000.0,66400000000.0,67200000000.0,66800000000.0,66400000000.0,65600000000.0,64800000000.0,64000000000.0,63200000000.0,62400000000.0,61600000000.0,60800000000.0,60000000000.0,59600000000.0,58800000000.0,58400000000.0,58000000000.0,57600000000.0,57200000000.0
BRN,Brunei Darussalam,total dom energy demand,9614.92,9545.64,9292.0,8987.88,8719.68,8528.84,8455.0,8436.84,8406.0,8329.08,8263.68,8223.4,8314.8,8368.6,8172.36,7982.96,7845.68,7861.92,7915.84,7923.12,7904.04,7875.2,7856.32,7846.0,7842.36,7840.88,7841.6,7840.68,7869.32,7908.84,7954.56,8005.12,8059.48,8118.36,8156.76,8127.88,8049.76,7948.28,7837.8,7728.08,7623.16,7523.84,7413.52,7315.52,7225.24,7140.28,7060.6,6985.92,6916.4,6852.44,6793.68
BRN,Brunei Darussalam,reserves plus stocks oil,670520.0,675916.0,679820.0,682300.0,683420.0,683248.0,681840.0,679244.0,675512.0,670696.0,664852.0,658032.0,649148.0,638192.0,629720.0,622460.0,615208.0,605116.0,591976.0,577268.0,561572.0,545132.0,528060.0,510420.0,492240.0,473556.0,454388.0,434764.0,414708.0,394233.2,373354.8,352088.0,330448.8,308452.8,286506.8,265599.6,246118.8,228116.0,211528.0,196256.0,182196.0,169246.8,157315.6,146315.6,136168.8,126803.6,118154.0,110161.2,102770.0,95931.6,89600.8
BRN,Brunei Darussalam,reserves gas,2047800.0,2089924.0,2127136.0,2160396.0,2189964.0,2215712.0,2236824.0,2253116.0,2264828.0,2272604.0,2276724.0,2277312.0,2274220.0,2266784.0,2257200.0,2245952.0,2233060.0,2218460.0,2202076.0,2184012.0,2164424.0,2143572.0,2121472.0,2098124.0,2073572.0,2047888.0,2021184.0,1993524.0,1964956.0,1935504.0,1905208.0,1874104.0,1842228.0,1809612.0,1776304.0,1742352.0,1707812.0,1672728.0,1637144.0,1601104.0,1564644.0,1527792.0,1490684.0,1453416.0,1415936.0,1378256.0,1340404.0,1302392.0,1264236.0,1225948.0,1187544.0
BRN,Brunei Darussalam,pc renewables consumption of total energy consumption,0.02862216,0.28918320000000003,0.545712,0.801656,1.054084,1.311272,1.630712,2.0766400000000003,2.665748,3.3396879999999998,4.03116,4.72952,5.40496,6.1716,7.03632,7.77992,8.44852,9.09224,9.80172,10.5818,11.36328,12.12096,12.8376,13.52808,14.19936,14.85844,15.5026,16.1598,16.773120000000006,17.36944,17.94576,18.497,19.023120000000006,19.52296,20.02984,20.59272,21.1602,21.69728,22.20836,22.70216,23.18496,23.66088,24.182760000000002,24.671120000000002,25.14152,25.60396,26.05868,26.50692,26.94752,27.3786,27.8008
CHN,China,total pop,5520000000.0,5520000000.0,5520000000.0,5560000000.0,5560000000.0,5560000000.0,5560000000.0,5560000000.0,5560000000.0,5520000000.0,5520000000.0,5520000000.0,5520000000.0,5520000000.0,5480000000.0,5480000000.0,5480000000.0,5440000000.0,5440000000.0,5400000000.0,5400000000.0,5400000000.0,5360000000.0,5360000000.0,5320000000.0,5320000000.0,5280000000.0,5280000000.0,5240000000.0,5240000000.0,5200000000.0,5160000000.0,5160000000.0,5120000000.0,5120000000.0,5080000000.0,5080000000.0,5040000000.0,5000000000.0,5000000000.0,4960000000.0,4960000000.0,4920000000.0,4880000000.0,4880000000.0,4840000000.0,4840000000.0,4800000000.0,4760000000.0,4760000000.0,4720000000.0
CHN,China,GDP with energy price elasticity effects,44400000000000.0,45600000000000.0,47600000000000.0,50000000000000.0,52000000000000.0,54000000000000.0,56000000000000.0,58000000000000.0,60000000000000.0,61200000000000.0,62400000000000.0,64000000000000.0,65600000000000.0,66400000000000.0,66400000000000.0,66800000000000.0,66800000000000.0,68000000000000.0,69200000000000.0,70000000000000.0,70000000000000.0,70400000000000.0,70400000000000.0,70800000000000.0,70800000000000.0,70800000000000.0,71200000000000.0,70800000000000.0,70800000000000.0,70400000000000.0,70400000000000.0,70400000000000.0,70400000000000.0,70400000000000.0,70800000000000.0,70800000000000.0,70800000000000.0,71200000000000.0,71200000000000.0,71600000000000.0,71600000000000.0,72000000000000.0,72000000000000.0,72400000000000.0,72800000000000.0,72800000000000.0,73200000000000.0,73600000000000.0,74000000000000.0,74400000000000.0,74800000000000.0
CHN,China,total dom energy demand,12280000.0,12280000.0,12480000.0,12720000.0,13000000.0,13240000.0,13560000.0,13880000.0,14160000.0,14400000.0,14560000.0,14720000.0,15000000.0,15160000.0,15120000.0,15040000.0,15000000.0,15080000.0,15160000.0,15200000.0,15160000.0,15080000.0,15040000.0,14960000.0,14920000.0,14840000.0,14800000.0,14640000.0,14520000.0,14440000.0,14320000.0,14240000.0,14160000.0,14080000.0,14000000.0,13960000.0,13880000.0,13840000.0,13800000.0,13720000.0,13680000.0,13640000.0,13600000.0,13520000.0,13520000.0,13480000.0,13440000.0,13400000.0,13360000.0,13280000.0,13240000.0
CHN,China,reserves plus stocks oil,18800000.0,18480000.0,18160000.0,17720000.0,17160000.0,16520000.0,15840000.0,15160000.0,14400000.0,13680000.0,12960000.0,12240000.0,11720000.0,11360000.0,11000000.0,10680000.0,10400000.0,9960000.0,9480000.0,8960000.0,8480000.0,8000000.0,7560000.0,7120000.0,6720000.0,6360000.0,6000000.0,5680000.0,5400000.0,5080000.0,4800000.0,4560000.0,4320000.0,4080000.0,3868688.0,3664504.0,3471756.0,3289740.0,3117812.0,2955360.0,2801820.0,2656664.0,2519400.0,2389560.0,2266716.0,2150460.0,2040420.0,1936236.0,1837580.0,1744136.0,1655616.0
CHN,China,reserves gas,17280000.0,17600000.0,17880000.0,18120000.0,18360000.0,18520000.0,18600000.0,18400000.0,17880000.0,17280000.0,16640000.0,16000000.0,15080000.0,13920000.0,12840000.0,11880000.0,11000000.0,10200000.0,9480000.0,8800000.0,8160000.0,7600000.0,7080000.0,6600000.0,6160000.0,5760000.0,5360000.0,5040000.0,4720000.0,4400000.0,4120000.0,3876496.0,3638456.0,3417324.0,3212300.0,3021876.0,2844692.0,2679624.0,2525932.0,2383696.0,2251888.0,2128708.0,2023396.0,1930808.0,1840244.0,1752192.0,1668040.0,1587912.0,1511552.0,1438732.0,1369288.0
CHN,China,pc renewables consumption of total energy consumption,45.2164,45.7896,45.9016,46.1972,46.5888,46.9876,47.2356,47.3552,47.572,47.9936,48.4452,48.8728,48.9456,49.3088,50.3532,51.338,52.2384,52.8128,53.3204,54.0428,54.9468,55.9472,56.9216,57.8776,58.8232,59.7852,60.7672,62.0092,63.206,64.358,65.48,66.5788,67.6668,68.7488,69.826,70.8972,71.9572,73.004,74.0468,75.0972,76.1392,77.1724,78.3564,79.4536,80.5044,81.5488,82.6016,83.7848,85.0428,86.2744,87.4932
FJI,Fiji,total pop,3595040.0,3627168.0,3659964.0,3693220.0,3726760.0,3760440.0,3794132.0,3827736.0,3861160.0,3894336.0,3927196.0,3959688.0,3991772.0,4040000.0,4040000.0,4080000.0,4120000.0,4160000.0,4160000.0,4200000.0,4240000.0,4240000.0,4280000.0,4320000.0,4320000.0,4360000.0,4400000.0,4400000.0,4440000.0,4440000.0,4480000.0,4520000.0,4520000.0,4560000.0,4560000.0,4600000.0,4600000.0,4600000.0,4640000.0,4640000.0,4680000.0,4680000.0,4720000.0,4720000.0,4720000.0,4760000.0,4760000.0,4760000.0,4800000.0,4800000.0,4800000.0
FJI,Fiji,GDP with energy price elasticity effects,18000000000.0,18200000000.0,18560000000.0,18880000000.0,19240000000.0,19560000000.0,19880000000.0,20200000000.0,20520000000.0,20840000000.0,21120000000.0,21440000000.0,21720000000.0,22040000000.0,22320000000.0,22600000000.0,22880000000.0,23160000000.0,23440000000.0,23760000000.0,24040000000.0,24320000000.0,24600000000.0,24880000000.0,25160000000.0,25440000000.0,25720000000.0,26040000000.0,26320000000.0,26600000000.0,26880000000.0,27200000000.0,27480000000.0,27760000000.0,28080000000.0,28400000000.0,28680000000.0,29000000000.0,29320000000.0,29600000000.0,29920000000.0,30240000000.0,30560000000.0,30880000000.0,31200000000.0,31560000000.0,31880000000.0,32200000000.0,32560000000.0,32880000000.0,33240000000.0
FJI,Fiji,total dom energy demand,0.0,0.001530548,0.00401588,0.00596144,0.00729644,0.00751476,0.00735416,0.0072602,0.00718436,0.00709452,0.00702036,0.0069634,0.00696576,0.00692424,0.0068098,0.00671948,0.006651,0.00663028,0.00661732,0.00658436,0.00653744,0.00648532,0.00643836,0.0063952,0.00635524,0.00631632,0.00627732,0.00621232,0.00615256,0.00608156,0.0059802,0.00589476,0.00582916,0.00577608,0.00572992,0.00568748,0.00564736,0.00560928,0.00557228,0.00553588,0.00550092,0.00546732,0.00542812,0.00539456,0.00536432,0.00533536,0.00530696,0.00527324,0.00523688,0.00520248,0.00516956
FJI,Fiji,reserves plus stocks oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FJI,Fiji,reserves gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FJI,Fiji,pc renewables consumption of total energy consumption,0.0,56.3488,57.5108,58.5156,59.3508,65.5708,72.6856,77.4868,80.3332,82.6392,84.2048,85.1052,84.8904,84.9036,85.5856,85.7524,85.1788,83.6928,81.9544,80.3348,78.7736,77.18,75.4476,73.6108,71.6936,69.7344,67.8424,66.5048,65.4352,64.7788,64.7052,64.7312,64.7644,64.8036,64.8472,64.892,64.9336,64.9688,65.0064,65.0524,65.0972,65.1412,65.2688,65.3436,65.3932,65.4396,65.492,65.6228,65.7984,65.9616,66.1172
FSM,Micronesia,total pop,419748.0,428532.0,437892.0,447696.0,457844.0,468252.0,478864.0,489616.0,500468.0,511392.0,522352.0,533336.0,544320.0,555292.0,566240.0,577164.0,588048.0,598896.0,609700.0,620460.0,631176.0,641844.0,652468.0,663044.0,673572.0,684056.0,694496.0,704888.0,715240.0,725548.0,735812.0,746036.0,756220.0,766364.0,776464.0,786528.0,796552.0,806536.0,816488.0,826396.0,836272.0,846108.0,855912.0,865676.0,875408.0,885104.0,894768.0,904396.0,913988.0,923548.0,933076.0
FSM,Micronesia,GDP with energy price elasticity effects,1236000000.0,1248000000.0,1276000000.0,1308000000.0,1340000000.0,1376000000.0,1412000000.0,1456000000.0,1500000000.0,1544000000.0,1596000000.0,1648000000.0,1704000000.0,1764000000.0,1824000000.0,1888000000.0,1956000000.0,2028000000.0,2104000000.0,2180000000.0,2264000000.0,2348000000.0,2440000000.0,2532000000.0,2628000000.0,2732000000.0,2840000000.0,2948000000.0,3068000000.0,3188000000.0,3312000000.0,3444000000.0,3580000000.0,3724000000.0,3872000000.0,4040000000.0,4200000000.0,4360000000.0,4520000000.0,4720000000.0,4920000000.0,5120000000.0,5320000000.0,5520000000.0,5760000000.0,6000000000.0,6240000000.0,6480000000.0,6760000000.0,7000000000.0,7320000000.0
FSM,Micronesia,total dom energy demand,0.0,0.0015229120000000004,0.003960856,0.0058328,0.00709272,0.00728,0.00712304,0.00703788,0.00695816,0.00685148,0.00676112,0.00669056,0.00669872,0.00664452,0.00649032,0.00636916,0.00627492,0.00624024,0.00621512,0.00616468,0.00609684,0.00602312,0.00595648,0.00589528,0.00583864,0.00578412,0.00573096,0.005651,0.00558036,0.00549812,0.00539772,0.00531512,0.00525136,0.00519968,0.00515464,0.00511336,0.00507476,0.0050386,0.00500404,0.004970399999999998,0.00493832,0.0049076,0.00487128,0.0048408,0.00481372,0.00478808,0.00476288,0.00473,0.00469328,0.00465896,0.00462652
FSM,Micronesia,reserves plus stocks oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FSM,Micronesia,reserves gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FSM,Micronesia,pc renewables consumption of total energy consumption,0.0,56.6316,58.31,59.8064,61.0556,67.6852,75.044,79.9348,82.9444,85.5708,87.4332,88.5752,88.2744,88.478,89.7988,90.4688,90.284,88.924,87.2576,85.8036,84.466,83.1024,81.5516,79.8532,78.0368,76.1504,74.31,73.1112,72.1448,71.6528,71.6868,71.7908,71.8904,71.9876,72.0844,72.1776,72.2604,72.3276,72.3884,72.4528,72.5132,72.5708,72.7296,72.8188,72.8728,72.9192,72.9736,73.1596,73.4196,73.6564,73.878
GUM,Guam,total pop,651584.0,659132.0,666468.0,673596.0,680520.0,687252.0,693784.0,700132.0,706292.0,712268.0,718068.0,723696.0,729148.0,734436.0,739556.0,744512.0,749308.0,753948.0,758436.0,762768.0,766952.0,770984.0,774876.0,778620.0,782224.0,785688.0,789012.0,792200.0,795252.0,798172.0,800960.0,803616.0,806144.0,808548.0,810824.0,812972.0,815000.0,816908.0,818692.0,820360.0,821908.0,823340.0,824660.0,825864.0,826952.0,827936.0,828804.0,829568.0,830224.0,830776.0,831224.0
GUM,Guam,GDP with energy price elasticity effects,21880000000.0,21920000000.0,22080000000.0,22240000000.0,22400000000.0,22600000000.0,22840000000.0,23120000000.0,23360000000.0,23680000000.0,23960000000.0,24280000000.0,24640000000.0,25000000000.0,25360000000.0,25760000000.0,26160000000.0,26600000000.0,27000000000.0,27480000000.0,27920000000.0,28400000000.0,28880000000.0,29400000000.0,29880000000.0,30440000000.0,30960000000.0,31520000000.0,32080000000.0,32640000000.0,33240000000.0,33840000000.0,34480000000.0,35120000000.0,35760000000.0,36400000000.0,37080000000.0,37760000000.0,38480000000.0,39200000000.0,39920000000.0,40800000000.0,41600000000.0,42000000000.0,42800000000.0,43600000000.0,44800000000.0,45600000000.0,46400000000.0,47200000000.0,48000000000.0
GUM,Guam,total dom energy demand,0.0,0.001538276,0.00407232,0.00609548,0.00751212,0.00776588,0.00760116,0.00749672,0.00742528,0.00735528,0.0073004,0.00725988,0.00725548,0.0072298,0.0071656,0.00711576,0.00708212,0.00707884,0.00708096,0.0070718,0.00705464,0.00703436,0.00701704,0.00700184,0.00698828,0.00697504,0.0069604,0.00692516,0.0068892,0.0068432,0.00674996,0.00666968,0.0066102,0.00656364,0.00652388,0.00648736,0.00645248,0.00641868,0.00638528,0.00635196,0.006319600000000001,0.00628824,0.0062526,0.00622112,0.006192,0.00616388,0.00613616,0.00610568,0.00607396,0.00604344,0.00601384
GUM,Guam,reserves plus stocks oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GUM,Guam,reserves gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GUM,Guam,pc renewables consumption of total energy consumption,0.0,56.066,56.7144,57.2288,57.6468,63.4504,70.3236,75.042,77.7268,79.7096,80.9744,81.6296,81.5008,81.3152,81.336,80.9764,79.9936,78.3892,76.588,74.7976,72.9988,71.156,69.2256,67.2332,65.1988,63.1488,61.1848,59.6596,58.4384,57.5692,57.326,57.2108,57.112,57.028,56.9552,56.8904,56.8312,56.776,56.7296,56.6944,56.664,56.6372,56.662,56.6616,56.6516,56.644,56.642,56.6756,56.7304,56.7828,56.8348
HKG,Hong Kong SAR China,total pop,29400000.0,29360000.0,29320000.0,29280000.0,29200000.0,29120000.0,29000000.0,28920000.0,28800000.0,28680000.0,28520000.0,28400000.0,28240000.0,28080000.0,27920000.0,27760000.0,27560000.0,27400000.0,27200000.0,27040000.0,26840000.0,26640000.0,26440000.0,26200000.0,26000000.0,25800000.0,25600000.0,25360000.0,25160000.0,24920000.0,24720000.0,24480000.0,24280000.0,24040000.0,23800000.0,23600000.0,23360000.0,23120000.0,22920000.0,22680000.0,22440000.0,22240000.0,22000000.0,21760000.0,21560000.0,21320000.0,21120000.0,20880000.0,20640000.0,20440000.0,20200000.0
HKG,Hong Kong SAR China,GDP with energy price elasticity effects,1224000000000.0,1232000000000.0,1248000000000.0,1268000000000.0,1284000000000.0,1304000000000.0,1324000000000.0,1348000000000.0,1372000000000.0,1392000000000.0,1412000000000.0,1432000000000.0,1456000000000.0,1476000000000.0,1488000000000.0,1500000000000.0,1512000000000.0,1536000000000.0,1564000000000.0,1584000000000.0,1600000000000.0,1616000000000.0,1636000000000.0,1652000000000.0,1668000000000.0,1688000000000.0,1704000000000.0,1716000000000.0,1728000000000.0,1744000000000.0,1756000000000.0,1772000000000.0,1792000000000.0,1808000000000.0,1824000000000.0,1844000000000.0,1864000000000.0,1884000000000.0,1908000000000.0,1928000000000.0,1948000000000.0,1972000000000.0,1992000000000.0,2016000000000.0,2044000000000.0,2068000000000.0,2096000000000.0,2124000000000.0,2152000000000.0,2180000000000.0,2208000000000.0
